identifier,LSOA11CD,intersection_area
de8dee1401,E01016708,87924.28320146658
de8dee1401,E01016709,404285.16181822063
de8dee1401,E01016707,382147.6036977765
de8dee1401,E01016706,450850.6913490651
de8dee1401,E01016705,174573.1280692717
de8dee1401,E01016213,257585.85399591023
3c8593da53,E01028715,12089.140000000221
e5ddd56ca4,E01022184,8194.072720001863
25df5cbd64,E01031843,2219.1093628696494
25df5cbd64,E01031877,247085.3398761385
816f683678,E01016288,268070.7005558054
816f683678,E01016287,296632.43944419763
92fc77fd7c,E01028638,111206.87999998905
98178a5e7e,E01030879,171322.39082789555
98178a5e7e,E01030878,755557.9237971307
98178a5e7e,E01030877,451600.03620287497
98178a5e7e,E01030910,8287.854551487517
98178a5e7e,E01030908,1731831.034177187
98178a5e7e,E01030909,1029450.8165018925
98178a5e7e,E01022582,25600.744942835416
98178a5e7e,E01030881,195.2966464710547
87b01c24c5,E01028797,449746.109630388
e660de55a2,E01003002,19348.20783067771
e660de55a2,E01002994,30155.508834705874
e660de55a2,E01002995,632.6696134150475
e660de55a2,E01002993,15.775936318512757
e660de55a2,E01030346,853202.150062258
e660de55a2,E01030349,617938.0929623455
e660de55a2,E01030348,21469.409594258068
e660de55a2,E01030298,365550.2953914262
e660de55a2,E01030307,1003235.4963232953
e660de55a2,E01030321,579880.775873098
e660de55a2,E01030319,537472.0649963166
e660de55a2,E01030310,799638.3383875092
e660de55a2,E01030320,408064.8139228364
e660de55a2,E01030325,509054.8348062944
e660de55a2,E01030324,286933.2925537128
e660de55a2,E01030340,40379.00329700678
e660de55a2,E01030312,220657.83878310298
e660de55a2,E01030366,480662.858830818
e660de55a2,E01030365,317081.9078294953
e660de55a2,E01030367,599816.3756199015
e660de55a2,E01030360,624963.3118144844
e660de55a2,E01030368,321079.8129023385
e660de55a2,E01030355,365282.7781659564
e660de55a2,E01030354,211904.09183041172
e660de55a2,E01030359,353797.1245820949
e660de55a2,E01030356,161797.88007289206
e660de55a2,E01030339,6880.147295084267
e660de55a2,E01030341,176385.5230606362
e660de55a2,E01030373,7.472449881062143
e660de55a2,E01030323,378432.88503796875
e660de55a2,E01030369,644690.5640825296
e660de55a2,E01030370,448683.72694080835
e660de55a2,E01030353,360377.5267023438
e660de55a2,E01030352,522120.443695449
e660de55a2,E01030322,225293.3800564916
e660de55a2,E01030350,360967.0587251127
e660de55a2,E01002988,177.29127283867348
e660de55a2,E01030327,405005.13403167354
e660de55a2,E01030328,370792.50936948124
e660de55a2,E01030358,251919.34661912214
e660de55a2,E01030364,166852.03807471268
e660de55a2,E01030362,214195.3880004101
e660de55a2,E01030363,257219.1564051781
e660de55a2,E01030357,226431.67468832296
e660de55a2,E01030334,321675.5043745021
e660de55a2,E01030361,435387.41754845314
e660de55a2,E01030335,337116.6168941428
e660de55a2,E01030336,309196.0396090651
e660de55a2,E01030337,247679.0704634576
e660de55a2,E01030332,291191.0354139545
e660de55a2,E01030331,287672.6495605506
e660de55a2,E01030330,270490.74318695255
e660de55a2,E01030351,375364.9504458789
e660de55a2,E01030326,330773.8704327406
e660de55a2,E01030329,368348.45450494584
e660de55a2,E01030333,239930.15218385437
e660de55a2,E01030302,822113.1307837291
e660de55a2,E01030343,1087579.5456717033
e660de55a2,E01030303,860887.0476382792
e660de55a2,E01030301,714343.6092482967
e660de55a2,E01030300,274789.1018748987
e660de55a2,E01030304,291718.57790251204
e660de55a2,E01030305,1008690.7624386426
e660de55a2,E01030345,1308719.0800123932
e660de55a2,E01030342,1734931.143115658
e660de55a2,E01030344,1044803.1076503783
e660de55a2,E01030299,363857.9926376039
e660de55a2,E01030297,639915.804678223
e660de55a2,E01030296,615630.5328071812
e660de55a2,E01030306,1097096.0306423928
e660de55a2,E01030318,1124170.0178323095
e660de55a2,E01030309,1405288.446628145
e660de55a2,E01030315,350590.5866208301
e660de55a2,E01030317,436744.37287969125
e660de55a2,E01030316,993816.8073084269
e660de55a2,E01030308,1024346.8546104475
e660de55a2,E01030314,355836.0626749745
e660de55a2,E01030313,350144.85200393404
e660de55a2,E01030311,308130.5824369272
0ecfffaaf2,E01016301,32170.413365403496
0ecfffaaf2,E01016304,557651.1585186841
0ecfffaaf2,E01016306,391164.2755786477
0ecfffaaf2,E01016303,494761.07663459145
0ecfffaaf2,E01016305,556160.0385206251
78fb626b37,E01027304,203613.69500000536
c4b6480c85,E01022203,627682.4458783881
c4b6480c85,E01022202,706488.7171601804
c4b6480c85,E01022209,16719.531089344237
c4b6480c85,E01022204,344392.3708184819
c4b6480c85,E01022215,318503.98554522125
541708db14,E01028716,357866.26171684026
541708db14,E01028719,407948.6169551766
541708db14,E01028718,296617.3549152279
541708db14,E01028717,358066.4729038308
541708db14,E01028715,366514.75285263994
5b584e8acd,E01031198,174019.75500000702
d9b6967155,E01030883,1118230.691493222
d9b6967155,E01030894,855764.8559830918
d9b6967155,E01030893,622943.6903238749
d9b6967155,E01030903,534481.185376688
d9b6967155,E01030902,766881.5478331555
d9b6967155,E01030423,34798.3979591928
d9b6967155,E01030904,369483.40876885515
d9b6967155,E01030908,3.8599321564330022
d9b6967155,E01030909,78.6177558632567
d9b6967155,E01022582,185111.25025804937
d9b6967155,E01030907,587538.8486100063
d9b6967155,E01030881,809479.7933083614
d9b6967155,E01022581,6910.187377665862
d9b6967155,E01030906,754093.8439842145
d9b6967155,E01030898,663405.3708807278
d9b6967155,E01030897,459772.17738267296
d9b6967155,E01030882,616153.1401659636
d9b6967155,E01030905,430629.9992598032
d9b6967155,E01030896,247830.27274814778
d9b6967155,E01030887,437093.03245437756
d9b6967155,E01030889,455890.0207157073
d9b6967155,E01030884,464306.5391395214
d9b6967155,E01030888,556184.1593753068
d9b6967155,E01030886,301425.0400060783
d9b6967155,E01030895,431410.9996407335
d9b6967155,E01030885,553054.2384640815
d9b6967155,E01030892,274207.9919045747
d9b6967155,E01030899,723452.2842746455
d9b6967155,E01030891,409078.85931034735
d9b6967155,E01030900,424201.5244237804
d9b6967155,E01030901,195334.50609487222
d9b6967155,E01030890,374761.8389074077
d9b6967155,E01030471,745663.1568981865
d9b6967155,E01023131,3715.180318028192
cefa396284,E01016287,68432.85999999636
ed30ee78ea,E01021759,356356.74610224576
ed30ee78ea,E01021800,38977.48020195444
ed30ee78ea,E01021758,360709.7724488585
ed30ee78ea,E01021756,449884.6004814344
ed30ee78ea,E01021757,602103.7956484031
ed30ee78ea,E01021763,476166.00596292893
ed30ee78ea,E01021762,348798.2066781628
ed30ee78ea,E01021760,524718.4234397304
ed30ee78ea,E01021761,300951.2521041811
ed30ee78ea,E01021741,40680.30943037122
d2e0ce618b,E01028804,349433.5475092929
d2e0ce618b,E01032954,171970.19270403998
d2e0ce618b,E01028792,345588.57907898596
d2e0ce618b,E01028779,373723.3524904589
d2e0ce618b,E01028793,320861.2399999986
d2e0ce618b,E01028776,11510.525133462106
ea93db2114,E01022887,292370.61416638375
ea93db2114,E01022856,533168.8050671573
ea93db2114,E01022857,1291802.0017974167
ea93db2114,E01022852,388443.58982017386
ea93db2114,E01022853,448687.54340884014
ea93db2114,E01022850,451826.0829704856
ea93db2114,E01022854,447361.8620566373
ea93db2114,E01022849,411854.9178026795
ea93db2114,E01022864,550084.0028034649
ea93db2114,E01022851,329202.76516746887
ea93db2114,E01022863,434707.261435339
ea93db2114,E01022865,463840.2455162498
ea93db2114,E01022872,596060.3391615186
ea93db2114,E01022871,293102.2600001413
ea93db2114,E01022861,432746.85275762866
ea93db2114,E01022869,328717.0840387727
ea93db2114,E01022862,447930.15735132503
ea93db2114,E01022873,1266124.970564559
ea93db2114,E01022868,448937.60313977866
ea93db2114,E01022860,694399.7722557063
ea93db2114,E01022870,478322.84836674575
ea93db2114,E01023093,2444.0916100943414
ea93db2114,E01022867,404998.5508626173
ea93db2114,E01032853,348231.28511500364
ea93db2114,E01032854,205451.34601403133
ea93db2114,E01032852,336120.3831156611
ea93db2114,E01032857,267926.14794150187
ea93db2114,E01023135,213620.46261148024
ea93db2114,E01023133,231297.28281196876
ea93db2114,E01023132,3032.5515366075633
ea93db2114,E01023134,24483.662540339985
ea93db2114,E01022879,132822.01131438997
ea93db2114,E01022846,1818734.390000004
20305a1d83,E01028639,182518.69876417096
20305a1d83,E01028638,1998.9962358306605
58142cef95,E01028798,8462.270000000506
f06a1d4162,E01017878,19605.659999998505
04d1b321b0,E01031873,158733.45985722786
04d1b321b0,E01016298,6493.240142769608
977179ced1,E01023493,241256.06651441363
59dc50e0b3,E01031871,385747.1977289821
59dc50e0b3,E01031884,525880.3817535498
59dc50e0b3,E01031868,142556.01730885808
e449e7a031,E01022489,12219.799999999666
06f4f062b8,E01031843,525697.0709463153
d1b9b5c6aa,E01017813,262.949042919432
d1b9b5c6aa,E01017823,18094.97574413767
d1b9b5c6aa,E01017818,669498.2841769353
d1b9b5c6aa,E01017822,900363.4713283165
d1b9b5c6aa,E01017821,1033566.6843590625
d1b9b5c6aa,E01017820,677174.605534505
d1b9b5c6aa,E01017819,951606.7285594051
d1b9b5c6aa,E01017751,13138.837043310787
d1809fe78e,E01023355,1107.2361752076786
d1809fe78e,E01023431,237566.638824792
ab13c03ce6,E01028646,313819.14989999845
c836b06a6e,E01030941,365165.19377287495
c836b06a6e,E01030942,611216.0330655158
c836b06a6e,E01030864,406029.62467977696
c836b06a6e,E01030943,282801.4377438281
c836b06a6e,E01030939,515675.33408657555
c836b06a6e,E01030938,525793.2714355321
c836b06a6e,E01030937,425120.4723742816
c836b06a6e,E01030925,469903.26789874025
c836b06a6e,E01030915,404888.18319803895
c836b06a6e,E01030924,400449.23996100493
c836b06a6e,E01030923,567354.0250910502
c836b06a6e,E01030914,365775.69625337893
c836b06a6e,E01030916,720972.4090624254
c836b06a6e,E01030922,484788.6964272739
c836b06a6e,E01030918,341151.9486991545
c836b06a6e,E01030917,705547.3244003897
c836b06a6e,E01030921,443254.7926508281
c836b06a6e,E01030919,953872.1012621177
c836b06a6e,E01030920,628010.8177537172
c836b06a6e,E01030911,315243.3892570307
c836b06a6e,E01030472,212332.59889980056
c836b06a6e,E01030913,190978.91565975948
c836b06a6e,E01030912,333731.11049894895
c836b06a6e,E01030478,1070452.0741142547
4edd1c4885,E01028643,6242.25233701233
4edd1c4885,E01028642,495935.7262353941
4edd1c4885,E01028685,466852.39359155594
4edd1c4885,E01028686,582336.7249374556
4edd1c4885,E01028645,720392.3751663096
4edd1c4885,E01028611,694427.1419864714
4edd1c4885,E01028644,655321.7059529122
4edd1c4885,E01028612,67216.75499999913
ad49ce3f8d,E01027296,361771.267195552
ad49ce3f8d,E01027305,187212.67911768606
30cf5501a2,E01022488,151103.00112166317
30cf5501a2,E01016293,591053.6429660065
44090afefc,E01017674,259931.1955449113
44090afefc,E01017673,382099.0894550963
14d50bebb6,E01022222,145537.46981499484
d9c3642757,E01017676,433498.4708555046
d9c3642757,E01017675,541245.342991048
d9c3642757,E01017677,728980.6274865473
d9c3642757,E01017680,318237.986383458
ce32f756f2,E01017878,474469.9502086551
5020c8c422,E01017888,38310.479999999305
275f875886,E01016285,247221.5044678516
4fb7336a86,E01016302,109730.49000000372
0fc9131f37,E01015474,89671.36274000487
de8ea49dd3,E01022520,5462.144999999934
ea5804d829,E01028509,160271.99697736194
f60d476a70,E01023693,312528.73581653717
f60d476a70,E01023687,320087.67159133375
f60d476a70,E01023626,22105.43632137702
f60d476a70,E01023698,304163.16325159057
f60d476a70,E01023722,11872.553686336369
f60d476a70,E01023696,996636.8208570634
f60d476a70,E01023701,996814.9601050836
f60d476a70,E01023725,1218121.4565830263
f60d476a70,E01023700,638497.5316198422
f60d476a70,E01023699,386966.5417450552
f60d476a70,E01023691,381304.83483818534
f60d476a70,E01023694,351471.5485612601
f60d476a70,E01023697,378476.7346179314
f60d476a70,E01023749,732942.2221303466
f60d476a70,E01023695,454983.6134759323
f60d476a70,E01023703,321279.1849791331
f60d476a70,E01023702,264510.0201370376
f60d476a70,E01023686,388804.0993844931
f60d476a70,E01023685,434963.45315684174
f60d476a70,E01023689,497053.1357086702
f60d476a70,E01023688,282909.9356435805
f60d476a70,E01023748,645153.7195008014
f60d476a70,E01023746,294684.61320774205
f60d476a70,E01023747,467703.67755821755
f60d476a70,E01023692,323727.3594687252
f60d476a70,E01023690,416901.78699948045
f60d476a70,E01017564,15314.4151484199
e22a991b09,E01022562,41764.949350829804
e22a991b09,E01032855,179596.1209000591
e22a991b09,E01032856,768868.275433573
e22a991b09,E01022888,819704.9292996787
e22a991b09,E01022889,834964.1715298272
e22a991b09,E01022887,96786.05437571665
e22a991b09,E01022468,698981.755223761
e22a991b09,E01022467,311.4473334250001
e22a991b09,E01022879,759984.1574325234
e22a991b09,E01022885,458411.6677487718
e22a991b09,E01022884,454779.9776159287
e22a991b09,E01022883,315650.6713240999
e22a991b09,E01022881,810960.7125948425
e22a991b09,E01022882,602090.5366911136
e22a991b09,E01022880,747879.0930314396
e22a991b09,E01022878,543984.4920476103
e1fc9c9276,E01031503,499726.1384708574
e1fc9c9276,E01031502,798378.4658084589
e1fc9c9276,E01030931,1095213.455452131
e1fc9c9276,E01030928,632803.0966919777
e1fc9c9276,E01030927,290233.8793480097
e1fc9c9276,E01031519,525.2472626223853
e1fc9c9276,E01030930,1191254.788000041
e1fc9c9276,E01030933,842296.201138134
e1fc9c9276,E01030932,303119.69740707113
e1fc9c9276,E01030879,802.180437065779
e1fc9c9276,E01030926,523999.69646747527
e1fc9c9276,E01030929,692984.9704504026
e1fc9c9276,E01032626,136741.7845321301
4aa9359fb6,E01021768,94449.58499999731
4aa9359fb6,E01022070,639963.5534790789
4aa9359fb6,E01022059,331060.71654018684
212970968c,E01030524,398060.9799999954
fecacc3784,E01028653,363268.08440577687
fecacc3784,E01028660,2251.4457392065615
fecacc3784,E01028656,576216.2414780312
fecacc3784,E01028654,353606.2460027502
fecacc3784,E01028650,540497.7807538109
fecacc3784,E01016675,9375.796296429035
fecacc3784,E01028655,269842.96098812827
fecacc3784,E01028652,562564.4416177637
fecacc3784,E01028651,691974.0656326929
fecacc3784,E01028612,97122.3204588352
e2eb855989,E01022221,9381.97505000232
3be5f1d4c2,E01015520,389400.80169607885
3be5f1d4c2,E01015524,165314.20143221633
3be5f1d4c2,E01015521,430504.648156331
3be5f1d4c2,E01015519,281800.6013960253
3be5f1d4c2,E01015522,252106.46018815978
3be5f1d4c2,E01015523,460143.5270393885
53f27a5588,E01030472,283146.2833577654
53f27a5588,E01030471,133127.4908432958
53f27a5588,E01030503,216871.803660112
53f27a5588,E01030496,144039.42198985867
53f27a5588,E01030497,11342.207522386232
53f27a5588,E01030494,265723.6709182711
53f27a5588,E01030465,494132.7041721475
53f27a5588,E01030493,182.00901521381036
53f27a5588,E01030498,4057.982805068091
53f27a5588,E01030500,398735.42058106133
53f27a5588,E01030486,1784.0182658517995
53f27a5588,E01030502,615615.447460689
53f27a5588,E01030466,628322.3088409898
53f27a5588,E01030499,539491.1170369117
53f27a5588,E01030501,383865.71871767833
53f27a5588,E01030473,1014154.8789516324
53f27a5588,E01030944,93709.60791102919
53f27a5588,E01030474,327997.62576577184
7a132568fb,E01030635,667428.774643936
7a132568fb,E01030639,633636.2576432351
7a132568fb,E01030638,525742.341846674
7a132568fb,E01030637,487556.72034063505
7a132568fb,E01030636,380961.3672914594
7a132568fb,E01030608,244662.42113883197
7a132568fb,E01030418,455194.18113717594
7a132568fb,E01030592,228816.33143629483
7a132568fb,E01030562,152270.87118195425
7a132568fb,E01030417,683230.0050848348
7a132568fb,E01030506,3595.5058429700553
7a132568fb,E01030420,245668.12008912527
7a132568fb,E01030419,640041.0329745197
7a132568fb,E01030609,330660.28682803607
7a132568fb,E01030643,324458.7601236876
7a132568fb,E01030640,235070.38145773156
7a132568fb,E01030642,435837.1067891355
7a132568fb,E01030641,483920.83246729575
7a132568fb,E01030644,554738.4270917424
7a132568fb,E01030606,598795.4861082274
7a132568fb,E01030380,447022.9665634154
7a132568fb,E01030607,711542.8098090554
7a132568fb,E01030605,405096.43930625496
7a132568fb,E01030381,383122.44343782205
7a132568fb,E01030379,374532.90313865815
7a132568fb,E01030603,413246.3208808011
7a132568fb,E01030412,283896.30478411424
7a132568fb,E01030382,451221.5516342154
7a132568fb,E01030396,1087606.9546615754
7a132568fb,E01004114,1124560.8468047064
7a132568fb,E01030410,354646.19959004037
7a132568fb,E01030391,342559.58770714415
7a132568fb,E01032624,585165.0322058665
7a132568fb,E01030559,254462.20536400043
7a132568fb,E01030560,438409.7461063514
7a132568fb,E01030564,257641.44282835856
7a132568fb,E01030561,411136.03045584954
7a132568fb,E01030604,387520.0617022893
7a132568fb,E01030563,285768.25236358005
7a132568fb,E01004094,259022.4328218996
7a132568fb,E01004091,158991.0160972142
7a132568fb,E01032623,816485.1674477407
7a132568fb,E01004090,182697.6674054944
7a132568fb,E01030565,313574.048026667
7a132568fb,E01004108,48960.3543333898
7a132568fb,E01030405,440507.0878815822
7a132568fb,E01030411,464272.79515738954
7a132568fb,E01030404,402045.12656822236
7a132568fb,E01030409,246464.38768037915
7a132568fb,E01030403,466555.3952231627
7a132568fb,E01030402,753946.7204796621
7a132568fb,E01030384,434129.92211204016
7a132568fb,E01030385,406836.0019858395
7a132568fb,E01030383,401898.46245848114
7a132568fb,E01030401,604305.2642903342
7a132568fb,E01004093,331341.14779366
7a132568fb,E01004092,559426.8066296844
7a132568fb,E01004096,145700.7402764395
7a132568fb,E01004095,281061.21150434413
7a132568fb,E01004155,192553.8080014435
7a132568fb,E01004153,174399.6172196796
7a132568fb,E01004152,203990.51640569454
7a132568fb,E01004158,238438.9035600502
7a132568fb,E01004151,132110.42088336908
7a132568fb,E01004150,161193.31661013677
7a132568fb,E01030392,555236.728969171
7a132568fb,E01030413,271827.0702026229
7a132568fb,E01004112,472253.1269499236
7a132568fb,E01030415,240714.74884685237
7a132568fb,E01030390,519932.1105793416
7a132568fb,E01030398,513747.17585813935
7a132568fb,E01030406,322692.00399217126
7a132568fb,E01030407,300485.10475762514
7a132568fb,E01004110,315045.1282843868
7a132568fb,E01030395,424737.2754832576
7a132568fb,E01004154,29421.357034433873
7a132568fb,E01004097,417.1705320927964
7a132568fb,E01004103,4153.272353302951
7a132568fb,E01004101,82.13360029659758
7a132568fb,E01004157,263315.1215373028
7a132568fb,E01004156,209066.85360684214
7a132568fb,E01004162,178476.44327387505
7a132568fb,E01004160,225259.13819172062
7a132568fb,E01004137,230999.74134523925
7a132568fb,E01004139,112345.701194874
7a132568fb,E01004161,324297.07904545084
7a132568fb,E01004142,382594.5391733418
7a132568fb,E01004143,116764.67186560629
7a132568fb,E01004138,166218.22243480163
7a132568fb,E01004111,240419.53891739302
7a132568fb,E01030408,351054.8711099651
7a132568fb,E01030377,483173.3311576788
7a132568fb,E01004120,286286.12467003864
7a132568fb,E01030378,335066.6452044223
7a132568fb,E01004115,261560.4820824471
7a132568fb,E01004116,324204.2287765885
7a132568fb,E01004117,251042.995950643
7a132568fb,E01004118,272803.1915155778
7a132568fb,E01030387,203823.45263161353
7a132568fb,E01002944,293738.0923061318
7a132568fb,E01002942,213460.55219711285
7a132568fb,E01002939,252648.48712683655
7a132568fb,E01030400,180631.91475619606
7a132568fb,E01030393,482303.4356127465
7a132568fb,E01003005,227840.4351431075
7a132568fb,E01003000,443765.6401431364
7a132568fb,E01003004,308947.4958747838
7a132568fb,E01030388,302566.8190668775
7a132568fb,E01003002,254217.7469122836
7a132568fb,E01004122,261138.18927711106
7a132568fb,E01004119,256127.46927611827
7a132568fb,E01004133,192431.8131841005
7a132568fb,E01004191,244139.14200432855
7a132568fb,E01004132,171197.41724651845
7a132568fb,E01030386,374421.87999710464
7a132568fb,E01004121,249328.0089045784
7a132568fb,E01030389,316473.9990685043
7a132568fb,E01004190,259469.27442920863
7a132568fb,E01004131,208076.0279139103
7a132568fb,E01004141,124657.46061945638
7a132568fb,E01004140,132777.922242531
7a132568fb,E01004159,338649.31708883814
7a132568fb,E01004148,235216.75559875896
7a132568fb,E01004149,270814.10053406854
7a132568fb,E01004146,207989.81690148814
7a132568fb,E01004147,241122.732481338
7a132568fb,E01004130,564775.5077071356
7a132568fb,E01004144,268656.1667726874
7a132568fb,E01004145,287637.5173380632
7a132568fb,E01004168,6694.050317218166
7a132568fb,E01004167,282.8142355860355
7a132568fb,E01004128,355.3400169678154
7a132568fb,E01003001,309805.1925359772
7a132568fb,E01002919,238158.5061966188
7a132568fb,E01003003,228352.22381873112
7a132568fb,E01002998,145943.13278624875
7a132568fb,E01002918,163509.64234394237
7a132568fb,E01002994,287928.67684788845
7a132568fb,E01002996,197141.2799259874
7a132568fb,E01002997,236515.25325494833
7a132568fb,E01002915,268468.3394967327
7a132568fb,E01002916,439904.1982145464
7a132568fb,E01004196,243574.65913753049
7a132568fb,E01004195,200755.91045796065
7a132568fb,E01004136,205969.45232702437
7a132568fb,E01002979,282218.654226943
7a132568fb,E01004194,198679.78312417233
7a132568fb,E01004193,267762.55644474475
7a132568fb,E01002978,350905.05324608815
7a132568fb,E01003420,639.4170793328116
7a132568fb,E01002977,264394.71145347686
7a132568fb,E01004192,235385.14526329652
7a132568fb,E01004135,244275.27417152547
7a132568fb,E01004123,2694.932628199146
7a132568fb,E01004124,22967.56766590797
7a132568fb,E01004134,216528.1379919946
7a132568fb,E01003451,1284.1947117434588
7a132568fb,E01003452,39.65185565993472
7a132568fb,E01002995,415867.18538931914
7a132568fb,E01002917,277895.11470097385
7a132568fb,E01002925,231019.32528036035
7a132568fb,E01002975,216813.421487131
7a132568fb,E01002993,149231.9591655919
7a132568fb,E01002999,174795.52231639574
7a132568fb,E01002923,117302.69823638366
7a132568fb,E01002924,318365.71229534
7a132568fb,E01002981,325780.8758173215
7a132568fb,E01002920,298601.8125266707
7a132568fb,E01003417,8282.455102666829
7a132568fb,E01002976,213727.28479313393
7a132568fb,E01003419,9724.9281408408
7a132568fb,E01002980,230439.37105548425
7a132568fb,E01002983,131604.51251838723
7a132568fb,E01002982,229443.80164808303
7a132568fb,E01002984,272899.0795274437
7a132568fb,E01002985,162613.54558065988
7a132568fb,E01003469,4684.24097867114
7a132568fb,E01002931,243373.57355904768
7a132568fb,E01002930,268154.0417831692
7a132568fb,E01002928,255683.3327818948
7a132568fb,E01002927,184437.19769116017
7a132568fb,E01002932,186617.97685970974
7a132568fb,E01002965,307686.7550889287
7a132568fb,E01002966,422191.0842558512
7a132568fb,E01002973,189066.62375884777
7a132568fb,E01002958,179534.88106602037
7a132568fb,E01002963,188657.563753508
7a132568fb,E01002964,313175.06571278564
7a132568fb,E01002970,182662.71711912315
7a132568fb,E01002929,321564.445960706
7a132568fb,E01002971,200723.64821883646
7a132568fb,E01002962,242120.38082259792
7a132568fb,E01002969,68462.77423305612
7a132568fb,E01002968,517783.98550503445
7a132568fb,E01002961,342904.51520965144
7a132568fb,E01002972,168119.0634979579
7a132568fb,E01002960,268666.30780003907
7a132568fb,E01002974,205141.60752987035
7a132568fb,E01002959,423668.6749111125
7a132568fb,E01033568,103047.41033663604
7a132568fb,E01002953,502845.7732509386
7a132568fb,E01002955,282025.7935530316
7a132568fb,E01004573,129.4008697082711
7a132568fb,E01002952,967723.6653148948
7a132568fb,E01003010,262300.0342501253
7a132568fb,E01003009,290344.44759915635
7a132568fb,E01003008,200301.5454186547
7a132568fb,E01003007,199619.6185137101
7a132568fb,E01002956,639496.6658338283
7a132568fb,E01003817,195531.7131151415
7a132568fb,E01003806,1568.1941810312278
7a132568fb,E01002950,440945.9796746272
7a132568fb,E01030416,245752.33804644572
7a132568fb,E01002946,289686.50772773754
7a132568fb,E01002949,293462.9395364447
7a132568fb,E01030414,236010.8467679821
7a132568fb,E01002947,228369.27333868886
7a132568fb,E01002945,240420.59321907148
7a132568fb,E01030394,384897.6439138868
7a132568fb,E01030399,344593.0676673688
7a132568fb,E01002940,220059.31340256712
7a132568fb,E01002943,202345.45647708836
7a132568fb,E01002941,242091.9700565644
7a132568fb,E01030323,38524.66386646842
7a132568fb,E01030322,121581.74504309038
7a132568fb,E01002988,226662.06881736964
7a132568fb,E01002987,192945.05513685933
7a132568fb,E01002922,308857.6326434667
7a132568fb,E01002989,152336.93417998933
7a132568fb,E01002921,150137.26717042745
7a132568fb,E01002986,260152.87779962062
7a132568fb,E01002926,257640.87995507338
7a132568fb,E01002990,161384.38517979952
7a132568fb,E01002967,189459.27574172523
7a132568fb,E01002991,228210.51178330317
7a132568fb,E01002992,269334.55225036235
7a132568fb,E01002954,227744.65173767006
7a132568fb,E01033569,168018.14218284577
7a132568fb,E01002937,148539.0744778799
7a132568fb,E01002935,192481.64967964357
7a132568fb,E01002933,164999.64858607211
7a132568fb,E01002951,183339.47527381932
7a132568fb,E01003011,193552.21123358837
7a132568fb,E01002938,238098.44064697673
7a132568fb,E01002934,206463.44047677377
7a132568fb,E01002957,225618.7593270027
7a132568fb,E01003006,257862.40482425655
7a132568fb,E01003820,6148.12962679899
7a132568fb,E01002948,572481.503595294
b421c72870,E01030529,484649.7281608523
b421c72870,E01030528,749367.9270205277
b421c72870,E01030515,1095747.3408780638
b421c72870,E01030628,1624.2272148542697
b421c72870,E01030530,1425375.47652338
b421c72870,E01030527,20933.17408605602
b421c72870,E01030544,501838.39158509776
1ee920facc,E01028485,427664.45764055505
1ee920facc,E01028486,445927.837359448
8b18b59c7e,E01028509,3658.5168928080366
8b18b59c7e,E01028508,190527.24810719435
84a48e6b0e,E01031587,366588.61113278277
84a48e6b0e,E01030583,550914.4712568533
84a48e6b0e,E01030582,192.0757416825276
84a48e6b0e,E01030581,126651.62058005732
84a48e6b0e,E01030587,341083.94582624914
84a48e6b0e,E01030576,408431.0562417071
84a48e6b0e,E01030580,172873.8068030371
84a48e6b0e,E01030585,395645.54333904566
84a48e6b0e,E01030584,1130565.870265393
84a48e6b0e,E01030629,199933.9185231027
84a48e6b0e,E01031575,850422.1620610721
84a48e6b0e,E01030578,265969.0934049425
84a48e6b0e,E01030577,527012.4560050231
84a48e6b0e,E01030579,450474.8631971285
84a48e6b0e,E01030588,387445.26715075766
84a48e6b0e,E01030575,436485.73961485
84a48e6b0e,E01030586,504012.16878321563
84a48e6b0e,E01030531,1367088.9152732221
84a48e6b0e,E01030628,71703.28005250066
666f7cff1f,E01028508,130914.5150000022
ce2f38071d,E01028501,350155.7350000057
e61d1f5092,E01022858,24809.260000001195
169d46ab57,E01016297,347100.0207324221
169d46ab57,E01016296,334281.8930695332
169d46ab57,E01016299,346462.23745368683
169d46ab57,E01016298,334499.93788537796
3170346e16,E01028620,121856.75962816617
4477ff29b8,E01016579,451731.73679186765
4477ff29b8,E01016531,476829.8049999861
851d17728b,E01030628,105393.83966583194
851d17728b,E01030632,43.52033418019203
24de6bff46,E01028501,136613.41860269796
24de6bff46,E01028502,291103.5763972865
89c8bc61e3,E01017829,7047.015013203729
89c8bc61e3,E01017827,689710.5852898649
89c8bc61e3,E01017835,249298.83733560442
89c8bc61e3,E01017828,372152.0476085346
89c8bc61e3,E01017834,368735.09102521616
89c8bc61e3,E01017825,797530.6759574346
89c8bc61e3,E01017826,538404.3955791631
89c8bc61e3,E01017824,766861.3551350546
d601f413e3,E01031935,98.35422653336539
d601f413e3,E01022209,494786.4265044171
aa2316ca92,E01023626,1012765.3667616027
aa2316ca92,E01023748,1811.7451794059393
8f488f4950,E01022521,504995.23973076674
8f488f4950,E01022520,340394.75283049245
8f488f4950,E01022522,761450.7388852208
8f488f4950,E01022488,227334.53999999666
25a6deefc6,E01027290,254315.3610632382
25a6deefc6,E01027296,172645.02999856244
25a6deefc6,E01028506,213858.93000000002
25a6deefc6,E01027288,834779.6154708646
d2f55f044e,E01028736,815290.585481717
d2f55f044e,E01028737,588026.3660662873
cbcc5b336b,E01016300,418984.22641198966
